"<seg id=""160"">",Nobody in the world of marketing knows this.,X,X,,
"<seg id=""161"">",[It all looks so great.,X,X,,
"<seg id=""162"">",I can't wait to be disappointed.],,,,
"<seg id=""163"">","Because if they did, you wouldn't all know what this was about.","reference
lexical ambiguity","they = nobody
did=make vs know",,
"<seg id=""164"">",The truth is more like this.,X,X,,
"<seg id=""165"">",[Everything was better back when everything was worse],X,X,,
"<seg id=""166"">","The reason that everything was better back when everything was worse is that when everything was worse, it was actually possible for people to have experiences that were a pleasant surprise.",X,X,,
"<seg id=""167"">","Nowadays, the world we live in -- we affluent, industrialized citizens, with perfection the expectation -- the best you can ever hope for is that stuff is as good as you expect it to be.",X,X,,
"<seg id=""168"">","You will never be pleasantly surprised because your expectations, my expectations, have gone through the roof.",X,X,,
"<seg id=""169"">",The secret to happiness -- this is what you all came for -- the secret to happiness is low expectations.,X,X,,
"<seg id=""170"">","I want to say -- just a little autobiographical moment -- that I actually am married to a wife, and she's really quite wonderful.",X,X,,
"<seg id=""171"">",I couldn't have done better.,X,X,,
"<seg id=""172"">",I didn't settle.,lexical ambiguity,settle= solve vs to give in,,
"<seg id=""173"">",But settling isn't always such a bad thing.,lexical ambiguity,settle= establish vs to give in,,
"<seg id=""174"">","Finally -- One consequence of buying a bad-fitting pair of jeans when there is only one kind to buy is that when you are dissatisfied, and you ask why, who's responsible, the answer is clear: the world is responsible.",X,X,,
"<seg id=""175"">",What could you do?,X,X,,
"<seg id=""176"">","When there are hundreds of different styles of jeans available, and you buy one that is disappointing, and you ask why, who's responsible?",X,X,,
"<seg id=""177"">","It is equally clear that the answer to the question is ""you.""",X,X,,
"<seg id=""178"">",You could have done better.,lexical ambiguity,done=make vs choose,,
"<seg id=""179"">","With a hundred different kinds of jeans on display, there is no excuse for failure.",x,x,,
"<seg id=""180"">","And so when people make decisions, and even though the results of the decisions are good, they feel disappointed about them; they blame themselves.",X,X,,
"<seg id=""181"">",Clinical depression has exploded in the industrial world in the last generation.,X,X,,
"<seg id=""182"">","I believe a significant -- not the only, but a significant -- contributor to this explosion of depression, and also suicide, is that people have experiences that are disappointing because their standards are so high, and then when they have to explain these experiences to themselves, they think they're at fault.",X,X,,
"<seg id=""183"">","And so the net result is that we do better in general, objectively, and we feel worse.",X,X,,
"<seg id=""184"">",So let me remind you.,number,you = plural,,
"<seg id=""185"">","This is the official dogma, the one that we all take to be true, and it's all false.",X,X,,
"<seg id=""186"">",It is not true.,reference,it = dogma,,
"<seg id=""187"">","There's no question that some choice is better than none, but it doesn't follow from that that more choice is better than some choice.",X,X,,
"<seg id=""188"">",There's some magical amount.,X,X,,
"<seg id=""189"">",I don't know what it is.,,,,
"<seg id=""190"">",I'm pretty confident that we have long since passed the point where options improve our welfare.,X,X,,
"<seg id=""191"">","Now, as a policy matter -- I'm almost done -- as a policy matter, the thing to think about is this: what enables all of this choice in industrial societies is material affluence.",X,X,,
"<seg id=""192"">","There are lots of places in the world, and we have heard about several of them, where their problem is not that they have too much choice.",X,X,,
"<seg id=""193"">",Their problem is that they have too little.,X,X,,
"<seg id=""194"">","So the stuff I'm talking about is the peculiar problem of modern, affluent, Western societies.",X,X,,
"<seg id=""195"">",And what is so frustrating and infuriating is this: Steve Levitt talked to you yesterday about how these expensive and difficult-to-install child seats don't help.,number,you = plural,,
"<seg id=""196"">",It's a waste of money.,X,X,,
"<seg id=""197"">","What I'm telling you is that these expensive, complicated choices -- it's not simply that they don't help.",number,you = plural,,
"<seg id=""198"">",They actually hurt.,"reference
gender","they = choices
they = feminine",,
"<seg id=""199"">",They actually make us worse off.,"reference
gender","they = choices
they = feminine",,
"<seg id=""200"">","If some of what enables people in our societies to make all of the choices we make were shifted to societies in which people have too few options, not only would those people's lives be improved, but ours would be improved also, which is what economists call a ""Pareto-improving move.""",X,X,,
"<seg id=""201"">",Income redistribution will make everyone better off -- not just poor people -- because of how all this excess choice plagues us.,X,X,,
"<seg id=""202"">",So to conclude.,X,X,,
"<seg id=""203"">",[You can be anything you want to be -- no limits],X,X,,
"<seg id=""204"">","You're supposed to read this cartoon, and, being a sophisticated person, say, ""Ah! What does this fish know?",X,X,,
"<seg id=""205"">","You know, nothing is possible in this fishbowl.""",X,X,,
"<seg id=""206"">","Impoverished imagination, a myopic view of the world -- and that's the way I read it at first.",X,X,,
"<seg id=""207"">","The more I thought about it, however, the more I came to the view that this fish knows something.",X,X,,
"<seg id=""208"">","Because the truth of the matter is that if you shatter the fishbowl so that everything is possible, you don't have freedom.",X,X,,
"<seg id=""209"">",You have paralysis.,X,X,,
"<seg id=""210"">","If you shatter this fishbowl so that everything is possible, you decrease satisfaction.",X,X,,
"<seg id=""211"">","You increase paralysis, and you decrease satisfaction.",X,X,,
"<seg id=""212"">",Everybody needs a fishbowl.,X,X,,
"<seg id=""213"">","This one is almost certainly too limited -- perhaps even for the fish, certainly for us.",X,X,,
"<seg id=""214"">","But the absence of some metaphorical fishbowl is a recipe for misery, and, I suspect, disaster.",X,X,,
"<seg id=""215"">",Thank you very much.,X,X,,
</doc>,,,,,


ID,text = source,issue,explanation,modification,extra explanations and notes,,,,,,,,,,,,,,,,,,,,,
<doc,https://mtsamples.com/site/pages/sample.asp?Type=94-Autopsy&Sample=260-Autopsy%20-%201 >,,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""1"">",Medical Specialty:,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""2"">",Autopsy,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""3"">",Sample Name: Autopsy - 1,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""4"">",Description: Autopsy - Homicide - Blunt force cranial trauma,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""5"">",(Medical Transcription Sample Report),X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""6"">",EXTERNAL EXAMINATION - SUMMARY,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""7"">",The body is presented in a black body bag.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""8"">","At the time of examination, the body is clothed in a long-sleeved red cotton thermal shirt, khaki twill cargo pants, and one black shoe.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""9"">","The body is that of a normally developed, well nourished Caucasian female measuring 63 inches in length, weighing 114 pounds, and appearing generally consistent with the stated age of thirty-five years.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""10"">",The body is cold and unembalmed with declining rigor.,ellipsis,rigor = mortis,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""11"">","Pronounced unblanching lividity is present on the posterior of the body in the regions of the feet; the upper thighs, particularly on the right side; the lower back, particularly on the right side; the right arm; and the neck.",lexical ambiguity,unblanching: cooking method vs livor mortis,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""12"">","There are no residual scars, markings or tattoos.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""13"">",INTERNAL EXAMINATION - SUMMARY,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""14"">","CENTRAL NERVOUS SYSTEM: The brain weighs 1,303 grams and is within normal limits.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""15"">",SKELETAL SYSTEM: Subdural hematoma and comminuted fractures of the occipital bone are observed.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""16"">",Numerous bone fragments from the fractures penetrated the brain tissue.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""17"">",RESPIRATORY SYSTEM--THROAT STRUCTURES: The oral cavity shows no lesions.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""18"">","The mucosa is intact and there are no injuries to the lips, teeth or gums.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""19"">",There is no obstruction of the airway.,lexical ambiguity,airway = air traffic vs respiratory tract,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""20"">","The mucosa of the epiglottis, glottis, piriform sinuses, trachea and major bronchi are anatomic.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""21"">",No injuries are seen and there are no mucosal lesions.,X,X,,"ou uma bobina contendo hormônios.
vs
ou um dispositivo uterino contendo hormônios",,,,,,,,,,,,,,,,,,,,,
"<seg id=""22"">","The lungs weigh: right, 355 grams; left 362 grams.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""23"">",The lungs are unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""24"">","CARDIOVASCULAR SYSTEM: The heart weighs 253 grams, and has a normal size and configuration.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""25"">",No evidence of atherosclerosis is present.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""26"">","GASTROINTESTINAL SYSTEM: The mucosa and wall of the esophagus are intact and gray-pink, without lesions or injuries.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""27"">",The gastric mucosa is intact and pink without injury.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""28"">",Approximately 125 ml of partially digested semisolid food is found in the stomach.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""29"">","The mucosa of the duodenum, jejunum, ileum, colon and rectum are intact.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""30"">","URINARY SYSTEM: The kidneys weigh: left, 115 grams; right, 113 grams.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""31"">","The kidneys are anatomic in size, shape and location and are without lesions.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""32"">",FEMALE GENITAL SYSTEM: The structures are within normal limits.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""33"">",Examination of the pelvic area indicates the victim had not given birth and was not pregnant at the time of death.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""34"">",Vaginal fluid samples are removed for analysis.,X,X,,,,,,,,,,,,,,,,,,,,,,,
</doc>,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
<doc,https://mtsamples.com/site/pages/sample.asp?Type=94-Autopsy&Sample=261-Autopsy%20-%202 >,,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""1"">",Medical Specialty:,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""2"">",Autopsy,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""3"">",Sample Name: Autopsy - 2,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""4"">",Description: Autopsy of a white female who died of acute combined drug intoxication.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""5"">",(Medical Transcription Sample Report),X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""6"">","CLOTHING: The body is clad in a light green hospital gown, which is intact, dry and clean.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""7"">",There is no jewelry present.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""8"">","EXTERNAL EXAMINATION: The body is that of a well-developed, well-nourished white woman appearing the offered age of 39 years.",lexical ambiguity,offered:= to give vs to suggest,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""9"">",The body measures 71 inches and weighs 178 pounds.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""10"">",The unembalmed body is well preserved and cool to touch due to refrigeration.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""11"">",Rigor mortis is fully developed in the major muscle groups.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""12"">",Livor mortis is fixed and purple posteriorly except over pressure points.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""13"">","However, during initial examination in the emergency room, there was no rigor and lividity was at a minimum and unfixed.","ellipsis
lexical ambiguity","rigor= mortis
unfixed = not corrected vs not settled in",,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""14"">",The skin is intact and shows no evidence of trauma except for medical intervention.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""15"">",The scalp hair is blond and measures up to 5 inches in length in the frontal area and up to 19 inches in length in the back and on top of the head.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""16"">","There are multiple blonde hair extensions including several pink strands attached to the natural hair, which shows light brown roots.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""17"">","The irides are hazel and the pupils are equal, each measuring 0.5 centimeter in diameter.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""18"">",The corneae are clear and the sclerae and conjunctivae are free of petechiae.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""19"">",The nasal bones are intact by palpation.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""20"">",The nares are patent and contain no foreign matter.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""21"">",There is a 3-millimeter raised nodule on the right side of the nose.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""22"">",The natural teeth are in good condition.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""23"">",The frenula are intact.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""24"">",The oral mucosa and tongue are free of injuries.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""25"">",The external ears have no injuries.,Terminology,external ear = outside vs outer rim,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""26"">",There are bilateral earlobe piercings; no earring or jewelry were present.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""27"">",There are no earlobe creases.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""28"">",The neck is symmetrical and shows no masses or injuries.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""29"">",The trachea is in the midline.,lexical ambiguity,midline = in the middle of the line vs central line,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""30"">",The shoulders are symmetrical and are free of scars.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""31"">",The chest is symmetrical and shows no evidence of injury.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""32"">",There were bilateral breasts with asymmetry of the left breast due to scarring.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""33"">",The flat abdomen has no injuries.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""34"">",There are piercings above and below the umbilicus.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""35"">",The back is symmetrical.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""36"">","The buttocks have inconspicuous small scars, bilaterally.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""37"">","There is a flat, round scar on the lower aspect of the left buttock approximately 1/2 inch in diameter.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""38"">",The genitalia are those of a normally developed adult woman.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""39"">",There is no evidence of injury.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""40"">",The anus is unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""41"">",The upper extremities are symmetrical and have no injuries.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""42"">",The fingernails are long and clean.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""43"">",There is a linear 1/2 inch scar on the anterior right forearm.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""44"">",Two parallel linear scars measuring 1 inch and 2 inches are on the anterior surface of the left forearm.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""45"">",The lower extremities are symmetrical.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""46"">",The toenails are short and clean.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""47"">",There is no edema of the legs or ankles.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""48"">","There is no abnormal motion of the neck, the shoulders, the elbows, the wrists, the fingers, the hips and ankles.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""49"">",There is no bony crepitus or cutaneous crepitus present.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""50"">","EVIDENCE OF INJURY: A dissection of the posterior neck and upper back show a 2-1/4 x 2-3/4 inch reddish, recent contusion of the subcutaneous and superficial muscle layer of the left posterior shoulder.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""51"">","A recent, reddish, 1-3/4 x 1-1/2 inch reddish contusion is present on the right posterior shoulder involving the superficial muscular layer.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""52"">",EVIDENCE OF RECENT MEDICAL TREATMENT: A properly positioned size 8 endotracheal tube retained by a Thomas clamp is present at the mouth with the marker 22 at the anterior teeth.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""53"">","Electrocardiogram pads are on the anterior chest in the following order: two on the right anterior shoulder, two on the left anterior shoulder, one on the upper anterior left arm, one each on the anterior side, one each on the anterior leg.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""54"">","Two defibrillator pads are present: one to the right of the midline, above the right breast, and one to the left of the midline, below the left breast.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""55"">",There is intravenous line placement at the right anterior neck with hemorrhage into the anterior strap muscles of the neck.,Terminology,intravenous line: piece of rope/ wire vs theraphy,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""56"">",One recent needle puncture mark is in the right antecubital fossa and two recent needle puncture marks are at the anterior left elbow with surrounding ecchymoses.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""57"">",There is one recent needle puncture into the medial one-third of the left anterior forearm with surrounding ecchymosis.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""58"">","A recent needle puncture mark is at the left anterior wrist with surrounding reddish ecchymosis, 1 inch in diameter.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""59"">",OTHER IDENTIFYING FEATURES: There are multiple scars and tattoos on the body.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""60"">",SCARS: A 3/4 x 1/2 inch flat scar is on the upper inner aspect of the right breast quadrant.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""61"">",There are circular scars adjacent to both areolae.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""62"">",A 1/2 x 3/8-inch scar is on the medial aspect of the left nipple.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""63"">","The right inframammary skin has a linear transverse 3/4 inch remote ""chest tube"" scar.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""64"">",There were bilateral inframammary and transverse linear 3-3/4 inch scars compatible with left and right mammoplasty with breast implants.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""65"">",There are circular scars surrounding piercings above and below the umbilicus.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""66"">",A flat 3/8 inch in diameter scar is present on the middle third of the anterior surface of the right thigh.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""67"">",Lateral to this scar is a 1/2 inch in diameter flat scar.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""68"">",There are several scattered small inconspicuous scars on both buttocks.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""69"">","There is a cluster of multiple, parallel, linear, well-healed scars on the anterior and lateral aspects of the right leg covered by a tattoo.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""70"">",TATTOOS: There is a pair of red lips in the right lower abdominal quadrant.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""71"">",Two red cherries are on the right mid pelvis.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""72"">","A ""Playboy Bunny"" is on the left anterior mid pelvis.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""73"">","The words ""Daniel"" and ""Papas"" are on the mid anterior pelvis region.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""74"">",A mixed tattoo on the right lower leg and ankle represents: Christ's head; Our Lady of Guadalupe; the Holy Bible; the naked torso of a woman; the smiling face of Marilyn Monroe; a cross; a heart and shooting flames.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""75"">",A mermaid on a flower bed with a pair of lips underneath it laying across the lower back.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""76"">",INTERNAL EXAMINATION: The body was opened with the usual Y incision.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""77"">","The breast tissues, when incised, revealed bilateral implants, each containing 700ml of clear fluid.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""78"">",The implants were surrounded by a thick connective tissue capsule with a thick yellow fluid.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""79"">",The content of each capsule was collected for bacteriological cultures.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""80"">",BODY CAVITIES: The muscles of the chest and abdominal wall are normal in color and consistency.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""81"">",The lungs are neither hyperinflated nor atelectatic when the pleural cavities are opened.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""82"">",The right lung shows adherence to the parietal pleura and to the diaphragm interiorly.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""83"">","The ribs, sternum and spine exhibit no fractures.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""84"">",The right and left pleural cavities have no free fluid.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""85"">",There are extensive right pleural fibrous adhesions.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""86"">",The mediastinum is in the midline.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""87"">",The pericardial sac has a normal amount of clear yellow fluid.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""88"">",The diaphragm has no abnormality.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""89"">",The subcutaneous abdominal fat measures 3 centimeters in thickness at the umbilicus.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""90"">",The abdominal cavity is lined with glistening serosa and has no collections of free fluid.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""91"">",The organs are normally situated. The mesentery and omentum are unremarkable.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""92"">","NECK: The soft tissues and the strap muscles of the neck, aside from the previously described focal hemorrhages, exhibit no abnormalities.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""93"">",The hyoid bone and the cartilages of the larynx and thyroid are intact and show no evidence of injury.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""94"">","The larynx and trachea are lined by smooth pink-tan mucosa, are patent and contain no foreign matter.",lexical ambiguity,tan = suntan vs dark shade,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""95"">",There is a focal area of reddish hyperemia at the carina associated with the endotracheal tube.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""96"">",The epiglottis and vocal cords are unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""97"">",The cervical vertebral column is intact.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""98"">",The carotid arteries and jugular veins are unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""99"">",CARDIOVASCULAR SYSTEM: The heart and great vessels contain dark red liquid blood and little postmortem clots.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""100"">",The cut surfaces of the brown myocardium show no evidence of hemorrhage or necrosis.,,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""101"">",The heart weighs 305 grams.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""102"">","The epicardial surface has a normal amount of glistening, yellow adipose tissue.",,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""103"">",The coronary arteries are free of atherosclerosis.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""104"">",The cut surfaces of the brown myocardium show no evidence of hemorrhage or necrosis.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""105"">",The pulmonary trunk and arteries are opened in situ and there is no evidence of thromboemboli.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""106"">",The intimal surface of the aorta is smooth with a few scattered yellow atheromata.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""107"">",The ostia of the major branches are of normal distribution and dimension.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""108"">",The inferior vena cava and tributaries have no antemortem clots (See attached cardiopathology report for additional details).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""109"">","RESPIRATORY SYSTEM: The lungs weigh 550 grams and 500 grams, right and left, respectively.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""110"">",There is a small amount of subpleural anthracotic pigment within all the lobes.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""111"">",The pleural surfaces are free of exudates; right-sided pleural adhesions have been described above.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""112"">",The trachea and bronchi have smooth tan epithelium.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""113"">",The cut surfaces of the lungs are red-pink and have mild edema.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""114"">","The lung parenchyma is of the usual consistency and shows no evidence of neoplasm, consolidation, thromboemboli, fibrosis or calcification.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""115"">",HEPATOBILIARY SYSTEM: The liver weighs 2550 grams.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""116"">",The liver edge is somewhat blunted.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""117"">",The capsule is intact.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""118"">",The cut surfaces are red-brown and of normal consistency.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""119"">",There are no focal lesions.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""120"">",The gallbladder contains 15 milliliters of dark green bile.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""123"">",There are no stones.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""121"">",The mucosa is unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""122"">",The large bile ducts are patent and non-dilated.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""124"">",HEMOLYMPHATIC SYSTEM: The thymus is not identified.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""125"">",The spleen weighs 310 grams.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""126"">","The capsule is shiny, smooth and intact.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""127"">",The cut surfaces are firm and moderately congested.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""128"">",The lymphoid tissue in the spleen is within a normal range.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""129"">",The lymph nodes throughout the body are not enlarged.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""130"">",GASTROINTESTINAL SYSTEM: The tongue shows a small focus of submucosal hemorrhage near the tip.,X,X,,,,,,,,,,,,,,,,,,,,,,,
